link,text,collection,product,year
https://www.paspaley.com/pearl-collections/megisti/megisti-necklet-white-gold,MEGISTI NECKLET - WHITE GOLD,megisti.htm,megisti-necklet-white-gold,2020
https://www.paspaley.com/pearl-collections/rockpool/rockpool-petite-pendant-yellow-gold,Rockpool Petite Pendant - Yellow Gold,monsoon.htm,rockpool-petite-pendant-yellow-gold,2020
https://www.paspaley.com/pearl-collections/rockpool/rockpool-long-chain-white-gold,Rockpool Long Chain - White Gold,monsoon.htm,rockpool-long-chain-white-gold,2020
https://www.paspaley.com/pearl-collections/rockpool/rockpool-pave-shell-earrings-yellow-gold,Rockpool Pave Shell Earrings - Yellow Gold,monsoon.htm,rockpool-pave-shell-earrings-yellow-gold,2020
https://www.paspaley.com/pearl-collections/rockpool/rockpool-clam-shell-earrings-yellow-gold,Rockpool Clam Shell Earrings - Yellow Gold,monsoon.htm,rockpool-clam-shell-earrings-yellow-gold,2020
https://www.paspaley.com/pearl-collections/rockpool/rockpool-pendant-yellow-gold,Rockpool Pendant - Yellow Gold,monsoon.htm,rockpool-pendant-yellow-gold,2020
https://www.paspaley.com/pearl-collections/rockpool/rockpool-pave-shell-earrings-white-gold,Rockpool Pave Shell Earrings - White Gold,monsoon.htm,rockpool-pave-shell-earrings-white-gold,2020
https://www.paspaley.com/pearl-collections/rockpool/rockpool-clam-shell-earrings-white-gold,Rockpool Clam Shell Earrings - White Gold,monsoon.htm,rockpool-clam-shell-earrings-white-gold,2020
https://www.paspaley.com/pearl-collections/rockpool/rockpool-petite-pendant-white-gold,Rockpool Petite Pendant - White Gold,monsoon.htm,rockpool-petite-pendant-white-gold,2020
https://www.paspaley.com/pearl-collections/rockpool/rockpool-pendant-white-gold,Rockpool Pendant - White Gold,monsoon.htm,rockpool-pendant-white-gold,2020
https://www.paspaley.com/pearl-collections/rockpool/rockpool-pave-clasp-white-gold,Rockpool Pave Clasp - White Gold,monsoon.htm,rockpool-pave-clasp-white-gold,2020
https://www.paspaley.com/pearl-collections/rockpool/rockpool-pave-clasp-yellow-gold,Rockpool Pave Clasp - Yellow Gold,monsoon.htm,rockpool-pave-clasp-yellow-gold,2020
https://www.paspaley.com/pearl-collections/rockpool/rockpool-ring-white-gold,Rockpool Ring - White Gold,monsoon.htm,rockpool-ring-white-gold,2020
https://www.paspaley.com/pearl-collections/rockpool/rockpool-mother-of-pearl-clasp-yellow-gold,Rockpool Mother-of-Pearl Clasp - Yellow Gold,monsoon.htm,rockpool-mother-of-pearl-clasp-yellow-gold,2020
https://www.paspaley.com/pearl-collections/rockpool/rockpool-mother-of-pearl-clasp-white-gold,Rockpool Mother-of-Pearl Clasp - White Gold,monsoon.htm,rockpool-mother-of-pearl-clasp-white-gold,2020
https://www.paspaley.com/pearl-collections/rockpool/rockpool-cluster-earrings-platinum,Rockpool Cluster Earrings - Platinum,monsoon.htm,rockpool-cluster-earrings-platinum,2020
https://www.paspaley.com/pearl-collections/rockpool/rockpool-tanzanite-bracelet-platinum,Rockpool Tanzanite Bracelet - Platinum,monsoon.htm,rockpool-tanzanite-bracelet-platinum,2020
https://www.paspaley.com/pearl-collections/rockpool/rockpool-short-chain-yellow-gold,Rockpool Short Chain - Yellow Gold,monsoon.htm,rockpool-short-chain-yellow-gold,2020
https://www.paspaley.com/pearl-collections/rockpool/rockpool-long-chain-yellow-gold,Rockpool Long Chain - Yellow Gold,monsoon.htm,rockpool-long-chain-yellow-gold,2020
https://www.paspaley.com/pearl-collections/lavalier/lavalier-hero-blue-sapphire,Lavalier Hero - Blue Sapphire,rockpool.htm,lavalier-hero-blue-sapphire,2020
https://www.paspaley.com/pearl-collections/lavalier/lavalier-hero-rhodolite,Lavalier Hero - Rhodolite,rockpool.htm,lavalier-hero-rhodolite,2020
